Nr,Name,Email,Telefon,Web
1048,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1049,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1050,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1051,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1052,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1053,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1054,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1055,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1056,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1057,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1058,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1059,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1060,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1061,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1062,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1063,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1064,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1065,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1066,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1067,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1068,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1069,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1070,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1071,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1072,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1073,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1074,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1075,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1076,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1077,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1078,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1079,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1080,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1081,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1082,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1083,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1084,Bauunternehmen Weber,info@weber-sachsen.de,none,https://www.gelbeseiten.de/gsbiz/f8c40da2-0746-4dea-9491-ff4883999f6f
1085,Die Bauwerker UG,info@diebauwerkerug.de,(03522) 50 48 37,https://www.gelbeseiten.de/gsbiz/d94d17a3-5fc3-44f6-a14e-bfc6a9ab05c4
1086,FEIST Bauunternehmung,urban-feist@t-online.de,(08121) 8 23 19,https://www.gelbeseiten.de/gsbiz/9e2e38c6-0e63-42b0-8d98-daa4a1cb3551
1087,Bauunternehmung Rennert GmbH,info@rennert-kassel.de,(0561) 3 16 79 70,https://www.gelbeseiten.de/gsbiz/fecb0171-1860-4174-8ea4-64bde5421c09
1088,Mantel Paul,paul.mantel@t-online.de,(09355) 9 98 64,https://www.gelbeseiten.de/gsbiz/a81c0e9d-b972-4035-a023-f7bfb6a066fe
1089,Ritter Heidi Dipl.-Ing. (FH),architekturbuero-h.ritter@t-online.de,(06781) 90 13 90,https://www.gelbeseiten.de/gsbiz/347fbc25-d451-416b-8ffc-3e999d5ec02d
1090,RP Bau GmbH,rp-bau-gmbh@freenet.de,(035026) 96 76 80,https://www.gelbeseiten.de/gsbiz/ffa055f7-1b5d-4e6f-a474-fb5c759a7aa0
1091,All-Bau GmbH,info@all-bau.de,(0721) 9 78 23-0,https://www.gelbeseiten.de/gsbiz/8c3c4c66-84d8-4c34-b4d5-7924ec645583
1092,Alt- und Neubau Sprenker + Gravius GmbH & Co. KG,info@sprenker-gravius.de,(0201) 6 09 06-0,https://www.gelbeseiten.de/gsbiz/899b4e23-7417-4dd4-b580-35bd4403df8c
1093,AS-Bau GmbH,info@asbau-gmbh.de,(034202) 34 47 16,https://www.gelbeseiten.de/gsbiz/163d4a25-a450-46c2-b683-270fe5b94caf
1094,Bau Partner Wittstock GmbH,baupartnerwittstock@arcor.de,(03394) 44 48 66,https://www.gelbeseiten.de/gsbiz/c54a28ae-ee11-43d6-a273-d9e08ecdefab
1095,Baumeister GmbH & Co. KG,info@baumeister-potsdam.de,(0331) 2 81 28 33 00,https://www.gelbeseiten.de/gsbiz/30a8e0ad-981e-448a-bd1f-d5ea67ed3ab3
1096,Bauunternehmen Becker GmbH & Co. KG,info@becker-co-gmbh.de,(02043) 6 17 19,https://www.gelbeseiten.de/gsbiz/232f67ad-f88a-42f6-b367-20cb03ed1055
1097,Bauunternehmung Stephan Dunker GmbH,info@dunker-gmbh.de,(0201) 48 33 30,https://www.gelbeseiten.de/gsbiz/571f0790-b2c3-4f88-bbaa-ee7a3d660d55
1098,Büchte Ludger Dipl.-Ing.,buechte-bau@t-online.de,(02361) 5 82 34 70,https://www.gelbeseiten.de/gsbiz/dfb89c7d-67bf-40bd-a87b-aaeddb1df878
1099,funke + funke GmbH,info@funke-und-funke.de,(02362) 60 54-0,https://www.gelbeseiten.de/gsbiz/f2cd462d-9c33-4d3c-b518-bf6dfa31b591
1100,HWBAU GmbH Beelitz,wittenberg@beelitzbau.de,(033204) 64 98 46,https://www.gelbeseiten.de/gsbiz/5470030e-5d72-4737-8b08-20a9b4901419
1101,Ingenieurbüro Neikes,statik@neikes.com,(033209) 8 05 03,https://www.gelbeseiten.de/gsbiz/90f371e1-2951-4d71-be1a-be93774607b3
1102,Manfred Limberg GmbH & Co. KG Bauunternehmung,info@limberg-bau.de,(0231) 85 00 41,https://www.gelbeseiten.de/gsbiz/115349a7-4ea7-418e-b15a-af434cce75aa
1103,MBT Bau GmbH,info@mbt-bau.de,(03302) 2 00 79-0,https://www.gelbeseiten.de/gsbiz/357a142f-539f-4d98-982e-d8715ce035e7
1104,Schlüsselfertigbau Cieslik,cieslikug@online.de,(0231) 5 33 28 66,https://www.gelbeseiten.de/gsbiz/101bd86a-048a-4671-b9a9-7f57f5a65b01
1105,tectum Ingenieurbüro für Tragwerksplanung GmbH,tectum@baucon.de,(033056) 8 19 60,https://www.gelbeseiten.de/gsbiz/463cff1f-6e24-4b6e-bfcb-f4bb10c1249b
1106,Baumgärtner Peter Bauunternehmung,baumgaertner-bau@t-online.de,(0671) 9 20 20 90,https://www.gelbeseiten.de/gsbiz/e3c6bb13-7db4-46cf-b4fc-d17194888cdf
1107,Blümer Klaus-Peter Dipl. Ing.,ing.buero.bluemer@web.de,(0208) 3 77 06 91,https://www.gelbeseiten.de/gsbiz/1aef98ea-342a-4242-8c3a-5e892ee2a63a
1108,Dreßel Uwe G.,post@stb-dressel.de,(030) 7 42 50 54,https://www.gelbeseiten.de/gsbiz/3ea99688-76c0-4f56-802a-2bf870009fdd
1109,Eggersmann Ing.-Büro,info@ib-eggersmann.de,(02581) 9 33 40,https://www.gelbeseiten.de/gsbiz/967818fc-a7ff-4fd2-9f91-6329065ba8f0
1110,IngenieurBüro Hecht Gebäude- und Energietechnik - Energieberatung,info@ibhecht.de,(07443) 2 86 30 64,https://www.gelbeseiten.de/gsbiz/d9353734-5312-439f-a9d6-f8fe4997c24b
1111,Schulz Markus Fuger im Hochbau,mail@mv-fuger.de,(0170) 4 77 45 39,https://www.gelbeseiten.de/gsbiz/231f7742-ed31-4190-a3df-de4c387d0f25
1112,Bossemeyer E. u. G. Holz und Baustoffe,bossemeyer-baustoffe@t-online.de,(04421) 50 13 87,https://www.gelbeseiten.de/gsbiz/069f44c3-e7df-4488-9843-952fdcc1fda1
1113,F+B Fliesen- und Baustoffmarkt GmbH & Co. KG,info@fliesen-baustoffmarkt.de,(0551) 99 87 10,https://www.gelbeseiten.de/gsbiz/331fe31c-aa65-4290-8ca2-c49e3a28198e
1114,Gebrüder Dühr GmbH,info@gebrueder-duehr.de,(02633) 42 69 80,https://www.gelbeseiten.de/gsbiz/04ae977f-e2c4-4b1a-a962-3d45ea211ba7
1115,Transportbeton Waldhausen Betriebsgesellschaft mbH,info@transportbeton-waldhausen.de,(07172) 91 91-29,https://www.gelbeseiten.de/gsbiz/319a9f35-fec6-4cc0-80f2-31ab4dda6613
1116,Scholz Siegfried Hochbau GmbH,scholz.hochbau@t-online.de,(03391) 50 06 93,https://www.gelbeseiten.de/gsbiz/9492a3dd-b5d0-4b4f-a9b9-81c4b09ecb96
1117,A. Sosnitzki Bauunternehmung GmbH & Co. KG,a@sosnitzkibau.de,(0421) 2 57 40 60,https://www.gelbeseiten.de/gsbiz/ea4e711f-1b98-4460-a24d-dac46818e573
1118,Anton Schneider 5. GmbH,info@as5.de,(069) 93 52 60,https://www.gelbeseiten.de/gsbiz/906271eb-5b62-40ae-bf2e-1cf120eb2ddb
1119, Fugerbetrieb Kahraman GmbH,info@fugerbetrieb-kahraman.de,0171 2 41 94 15,https://www.gelbeseiten.de/gsbiz/d47a2507-0c85-4edf-be9d-edacffa4a141
1120,HOL - Bau,info@holbau.de,(07821) 2 42 93,https://www.gelbeseiten.de/gsbiz/ae4f7c33-2a75-41c1-a8b9-ee48e9175ac0
1121,Janning Wohnbau,info@janning-wohnbau.de,(02554) 66 36,https://www.gelbeseiten.de/gsbiz/2b907023-45ec-4f93-ab68-c754425b1b09
1122,Janousch Jürgen Hoch- u. Tiefbau,j.janousch@t-online.de,(06623) 4 17 16,https://www.gelbeseiten.de/gsbiz/c10a4224-da76-48d2-9f26-59d021db03d0
1123,Kreibe-Bau GmbH,info@kreibe-bau.de,(05221) 28 02 20,https://www.gelbeseiten.de/gsbiz/f5067c98-2689-4a09-a724-0e23e8bb128c
1124,KSP Jürgen Engel  Architekten GmbH,frankfurt@ksp-architekten.de,(069) 9 44 39 40,https://www.gelbeseiten.de/gsbiz/66261dba-6d1a-461f-96e6-8b8e7b800fc2
1125,Matthias Tröpgen Bauunternehmung GmbH,info@mt-bauunternehmung.de,(034223) 6 07 44,https://www.gelbeseiten.de/gsbiz/4623c625-1f26-4fed-9808-ce8ae6c5e282
1126,Preis - Bauen und Sanieren,OPreis@t-online.de,(07664) 57 06,https://www.gelbeseiten.de/gsbiz/79c98c65-9998-4efb-9ce6-e22bdd526bf8
1127,HBS Bauunternehmung GmbH,info@hbs-bauunternehmung.de,(0511) 34 05 91 10,https://www.gelbeseiten.de/gsbiz/404daabb-0852-47c5-8f0d-cfbc90b7e5ad
1128,Baubetrieb Leisse GmbH,baubetrieb-leisse@t-online.de,(03301) 80 37 13,https://www.gelbeseiten.de/gsbiz/53e4ef78-c850-45ad-8dca-8d46aee430ef
1129,Hein Architekten + Ingenieure GmbH,info@hein-herford.de,(05221) 5 18 49,https://www.gelbeseiten.de/gsbiz/3727d9b2-ccc3-459d-8ff6-37b3ea43d9f5
1130,Ingenierbüro Pitov,info@pitov.de,(0208) 5 01 51,https://www.gelbeseiten.de/gsbiz/ce50aef8-06b1-4241-b72a-b422e7a75aa0
1131,R & P Architekten,info@rp-architekten.eu,(05171) 94 09 99-0,https://www.gelbeseiten.de/gsbiz/2b88c645-68ef-417f-ac4c-b65bee8ddc19
1132,T-Beton GmbH & Co.KG,info@t-beton-transportbeton.de,(04494) 92 13 74,https://www.gelbeseiten.de/gsbiz/d50c1e62-71c2-4da4-8c0e-a0da52e035ed
1133,Transbeton GmbH & Co. KG,a.reich@transbeton.de,(05732) 1 08 80,https://www.gelbeseiten.de/gsbiz/8709f9be-f188-432a-9b35-a171db56d067
1134,Block-Hochbau GmbH Hochbau,info@block-hochbau.de,(04542) 8 97 97,https://www.gelbeseiten.de/gsbiz/ef28306d-25a8-4112-a8c2-09235f3a41ec
1135,Architektengruppe Zingel GbR Architektur- und Ingenieurbüro Dipl.-Ing. Engelke + Dipl.-Kühl,mail@architektengruppezingel.de,(05121) 16 87 20,https://www.gelbeseiten.de/gsbiz/444dcd56-3e31-416a-a989-6c9b12b22eb9
1136,Menzel & Co. Vermessungs- und Projektierungs GmbH,info@menzel-co.de,(0391) 5 41 48 26,https://www.gelbeseiten.de/gsbiz/abac2537-3e65-4d29-be34-aa89a349f28a
1137,Mundinger Wilhelm KG Bauunternehmung,info@wilhelm-mundinger.de,(07644) 91 35 26,https://www.gelbeseiten.de/gsbiz/3c17ee46-ccf7-49be-b5bc-0c578bb6db71
1138,Bau- & Brennstoffe Bender,info@baustoffe-bender.de,(02294) 3 60,https://www.gelbeseiten.de/gsbiz/ec761025-b5b0-41b8-a5c4-8797ae4ac3eb
1139,AKD-BAU GmbH,info@akd-bau.de,(05221) 2 80 20,https://www.gelbeseiten.de/gsbiz/2aaa3185-c83b-4236-981c-aec87856f636
1140,Das Haus Bau UG & Co. KG,info@dashausgmbh.de,(05143) 91 22 80,https://www.gelbeseiten.de/gsbiz/2d5651e8-0654-4dfc-a7f8-0b08f62e6205
1141,DEUBAU Bauunternehmung GmbH & Co. KG,info@deubau-wolfsburg.de,(05361) 8 56 10,https://www.gelbeseiten.de/gsbiz/1250a546-69e3-4bd7-b10a-d090bf92a1fb
1142,Elke Hegemann CAD- Zeichenbüro,hegemann@cad-hegemann.de,(02501) 9 64 95-0,https://www.gelbeseiten.de/gsbiz/c2eb6f27-612a-4a1d-b8c3-e43e6b2b7162
1143,LFT Lüdeke GmbH,info@lft-luedeke.de,(0511) 77 47 33,https://www.gelbeseiten.de/gsbiz/a87f8fef-3749-4832-a67a-f7090dce72b6
1144,Strauch Bauunternehmen,strauch-martin@t-online.de,(02922) 8 45 69,https://www.gelbeseiten.de/gsbiz/195c93e5-b688-479c-9cbd-f2de5fcbf38b
1145,Vester Theodor,info@vester-baustoffe.de,(07231) 47 10 58,https://www.gelbeseiten.de/gsbiz/dbcb38d0-5993-479e-8183-6278daba0eec
1146,Baugeschäft Munz GmbH,info@munz-bau.de,(07626) 97 78 66,https://www.gelbeseiten.de/gsbiz/c57dc851-adc5-40d3-aeec-f420f3bb951a
1147,Scheck Wohnbau GmbH,info@scheck-wohnbau.de,(0711) 6 99 66 77-0,https://www.gelbeseiten.de/gsbiz/11c453a2-a154-41b0-a8f7-898fa4f7dd9c
1148,ASDACH Dächer und Fassaden GmbH,info@asdach.de,(03443) 3 93 00,https://www.gelbeseiten.de/gsbiz/c86c726e-d60e-4d39-87b8-2d2235110eff
1149,ASDACH Dächer und Fassaden GmbH,info@asdach.de,(03443) 3 93 00,https://www.gelbeseiten.de/gsbiz/c86c726e-d60e-4d39-87b8-2d2235110eff
1150,AV. Kreativ Bau GmbH Bauunternehmen,info@avkreativbau.de,(07203) 92 40 38,https://www.gelbeseiten.de/gsbiz/e17d9eed-217e-4ac9-b4ac-84fcddbb17a5
1151,E. Reichenbach Bauunternehmung GmbH,info@reichenbach-bau.de,(07664) 93 93-0,https://www.gelbeseiten.de/gsbiz/dcf16991-18d6-410a-b910-44de0aeafa01
1152,"Godehard Bock von Wülfingen / Mahmoud Saffaf, Architekten PartGmbB",BVW-MS@t-online.de,(0531) 31 32 78,https://www.gelbeseiten.de/gsbiz/5ee3777a-0940-40a6-a8aa-46bbb6624860
1153,Liebenau Michael Fugentechnik KG,info@liebenau-kg.de,(05273) 8 88 11,https://www.gelbeseiten.de/gsbiz/b072f696-c1ff-45f2-bbfb-b323b236ccb1
1154,Mogendorf + Schmitz GmbH & Co. KG,info@mogendorf-schmitz.de,(0261) 92 74 30,https://www.gelbeseiten.de/gsbiz/98de1b88-bfda-436a-a0b3-b7fff717e171
1155,SCHNITTGER BAUSTOFFE GmbH & Co. KG,vertrieb@schnittger-baustoffe.de,(05223) 78 94 88-0,https://www.gelbeseiten.de/gsbiz/0f830e04-c3a1-4a8b-9e08-c2926dac7935
1156,Baugesellschaft Turnus mbH,info@turnusbau.de,(06071) 3 53 82,https://www.gelbeseiten.de/gsbiz/d1fa558f-cf4d-437b-8b52-4fbabdd17eb4
1157,Bauunternehmen TRS-Bau GmbH,info@trs-bau.de,(02351) 2 29 99,https://www.gelbeseiten.de/gsbiz/2b4c2de2-d9d1-43a1-9434-80376ba6f5ee
1158,Erwin Munz Bauunternehmung GmbH & Co.KG,info@erwin-munz.de,(07182) 9 28 20,https://www.gelbeseiten.de/gsbiz/adecef07-8ed2-4247-9c64-6ee2a94d507a
1159,Gleibs Architekten und Ingenieure,info@gleibs-architekten.de,(0201) 4 17 11,https://www.gelbeseiten.de/gsbiz/95806230-308e-4744-a205-3c37c1efe730
1160,Grieß-Osten Jürgen Architekt,info@go-architektur.de,(02066) 5 52 69,https://www.gelbeseiten.de/gsbiz/95a3d842-ab55-4701-8772-4e8a878ce869
1161,HANSEN ARCHITEKTEN,info@hansenarchitekten.de,(02351) 89 26,https://www.gelbeseiten.de/gsbiz/f3e871f8-6421-4556-9da4-d0e52f52fdcf
1162,Lintner Jürgen Dipl.-Ing.,info@architekt-lintner.de,(02303) 23 98 85,https://www.gelbeseiten.de/gsbiz/05560696-1670-40fb-8e3f-7cdc115be093
1163,Bauunternehmen Bernhard Horns GmbH,info@bauunternehmen-horns.de,(05331) 9 60 70,https://www.gelbeseiten.de/gsbiz/1bc83333-6394-4fa1-ad62-28c34a350247
1164,Feick Bauunternehmen GmbH,info@feick-bau.de,(0611) 7 90 12 44,https://www.gelbeseiten.de/gsbiz/8983c11a-0fbc-4d62-ab16-31ad87ca3559
1165,Heuer R. GmbH Bauunternehmung,info@heuer-massivbau.de,(05341) 5 88 12,https://www.gelbeseiten.de/gsbiz/edb3172a-0086-439a-8272-3c401ba3fcdf
1166,Keller Wilhelm,info@w-keller-bau.de,(0711) 93 44 80-30,https://www.gelbeseiten.de/gsbiz/727263f9-b3cf-420f-8142-737236cdd803
1167,Pätzold Bauunternehmen GmbH,info@paetzold-bauunternehmen.de,(05321) 3 73 60,https://www.gelbeseiten.de/gsbiz/980c5ca4-ad57-429a-95d2-21d29ae69079
1168,RIAG Baubedarf GmbH & Co. KG,riag-baubedarf@t-online.de,(03672) 41 21 14,https://www.gelbeseiten.de/gsbiz/99b6a320-a192-4f96-85a8-ef87e180b931
1169,wk-bau GmbH - Bauunternehmen,info@wk-bau-gmbh.de,(07125) 57 68,https://www.gelbeseiten.de/gsbiz/1b6112ec-7886-4f76-897f-b315cad78018
1170,BaBe Bau- & Baubetreuungs GmbH,info@babe-gmbh.de,(030) 98 69 47 56,https://www.gelbeseiten.de/gsbiz/e0b7b158-c18f-43d8-972a-b6cad4c0587f
1171,Din Bau GmbH,info@din-bau-gmbh.de,(069) 83 00 44 80,https://www.gelbeseiten.de/gsbiz/928148ba-4855-4ea6-9577-69815e06886c
1172,DWS Unternehmensgesellschaft UG,info@dws-kernbohrungen.de,(034292) 7 42 35,https://www.gelbeseiten.de/gsbiz/9302201d-32e2-45e2-a962-db8799bea2b2
1173,Lanzerath Bauunternehmung GmbH,info@lanzerathbau.de,(02225) 99 99 40,https://www.gelbeseiten.de/gsbiz/a650b4e5-39e5-4a2f-a074-95cfd9331408
1174,Schneider Hochbau GmbH,schneider-hochbau@t-online.de,(0203) 6 10 01,https://www.gelbeseiten.de/gsbiz/0bac0527-ad69-493f-b17b-1460ee88cc6c
1175,Adams GmbH Hoch- und Tiefbau,info@adamsbau.de,(06898) 8 06 17,https://www.gelbeseiten.de/gsbiz/453a2bd4-b924-4421-8220-d2da07cd3251
1176,Bauunternehmen Klemm GmbH,klemm-dessau@t-online.de,(0340) 6 50 17 94,https://www.gelbeseiten.de/gsbiz/e1d4f219-a565-476d-bfb2-c536ffbb58c0
1177,Bauunternehmen Vollmer,info@vollmerbau.de,(0203) 8 09 08-0,https://www.gelbeseiten.de/gsbiz/ff11e4d4-a7b6-489c-8f34-a8cabe9c8151
1178,Bauunternehmung Kolb GmbH,info@kolb-bau.de,(06849) 3 81,https://www.gelbeseiten.de/gsbiz/5f6459f4-2b4a-4ad2-a6f9-c7e5f0e254b6
1179,"Bauunternehmung Seyfarth, Jürgen",info@seyfarth-bau.de,(03327) 73 64-0,https://www.gelbeseiten.de/gsbiz/82808cf0-5630-4c8f-b4a7-e3d66b81dcb9
1180,Beton Bohr- & Säge- Service,bss-diatech@t-online.de,(0391) 5 41 54 37,https://www.gelbeseiten.de/gsbiz/7fe26f9e-bdde-46f5-97a7-ed1d19ad8e2a
1181,Brunken GmbH & Co. KG E. &. H. Bauunternehmen,info@euhbrunken.de,(04451) 9 13 90,https://www.gelbeseiten.de/gsbiz/16d994f2-ae30-4d30-8467-a5e748439eef
1182,Diringer & Scheidel,info@dus.de,(0621) 8 60 70,https://www.gelbeseiten.de/gsbiz/a269e80d-de6c-4e42-8d2c-df3d390d1e80
1183,Funke Bau,info@funkebau.de,49-7222-502694,https://www.gelbeseiten.de/gsbiz/d14e282b-2d02-4ede-9ace-467c4b1dd98a
1184,Gräfingholt Hoch- und Tiefbau GmbH,graefingholt-bau@arcor.de,(02339) 30 06,https://www.gelbeseiten.de/gsbiz/de6c09d6-3209-4929-9235-6da8644c87f2
1185,HELLMICH Baugesellschaft mbH,info@hellmich-magdeburg.de,(0391) 50 90 90,https://www.gelbeseiten.de/gsbiz/d0936b4c-7f2d-4bfa-b003-3080cc483975
1186,Henri Benthack GmbH & Co. KG Baustoffhandel,hamburg@benthack.de,(040) 7 33 46-0,https://www.gelbeseiten.de/gsbiz/03512ac0-414c-486e-b6f0-9712adb65989
1187,Henri Benthack GmbH & Co. KG Baustoffhandel,lurup@benthack.de,(040) 8 22 99 29-0,https://www.gelbeseiten.de/gsbiz/666d2e66-9edc-4b16-adc1-cbe7ef8cb0e6
1188,HK Hoch- & Fliesenbau - Handwerksmeister Holger Katte,katte-holger@t-online.de,(0391) 7 31 51 73,https://www.gelbeseiten.de/gsbiz/238eeb4f-13e7-418e-9b1d-4fc250ce4b09
1189,IBP Ing.-Büro Petschenka Dipl. Bau. Ing. J. & M. Petschenka,juergen@ibp-petschenka.de,(06201) 25 85 72,https://www.gelbeseiten.de/gsbiz/285004c1-4f51-40a7-b5bc-695ee15ebda0
1190,Lützel Bau GmbH Bauunternehmung,immobilien@luetzel-bau.de,(06205) 94 77-0,https://www.gelbeseiten.de/gsbiz/f30192ad-28da-4a80-93d7-14e70c473331
1191,Matthias Engesser GmbH Bauunternehmen,info@engesser-bau.de,(07673) 2 19,https://www.gelbeseiten.de/gsbiz/ba8e9e02-dba1-4cb9-9235-b29ef4ab5548
1192,Pierzina Bau GmbH & Co. KG,info@pierzina-bau.de,(06136) 7 66 57 39,https://www.gelbeseiten.de/gsbiz/9ebbba38-f27f-4b59-9182-aea61bddf7bf
1193,Steinfeld und Sehn Statiker,steinfeld-und-sehn@t-online.de,(06894) 33 97,https://www.gelbeseiten.de/gsbiz/04bd7a49-a469-46bf-af28-0fa4e2819d83
1194,Thannheiser GmbH,info@thannheiser-gmbh.de,(05072) 73 23,https://www.gelbeseiten.de/gsbiz/881e06c3-93e9-45fd-9f9c-1b64058f853c
1195,Vollmer Bau GmbH,info@vollmer-bau-gmbH.de,(05527) 84 40,https://www.gelbeseiten.de/gsbiz/d19162f7-cc09-4ec2-a737-f04b72b4f6a8
1196,H. Fehr & Sohn GmbH & Co. Betriebs KG,info@fehr-bau.de,(0561) 51 40 96,https://www.gelbeseiten.de/gsbiz/f4c080fa-1b04-47f6-8bc3-b45fb313ab4b
1197,"Haas, Jürgen  Ingenieurbüro",info@ibv-haas.de,(07551) 9 51 20,https://www.gelbeseiten.de/gsbiz/8a863815-651b-4570-b6a5-dd6165aa6fe4
1198,HAG Hoch-u. Ausbaugesellschaft Waldheim mbH,info@hag-waldheim.de,(034327) 9 03 38,https://www.gelbeseiten.de/gsbiz/0ab9eaa3-9966-4f0f-ba55-0889d591e461
1199,Jörger GmbH Bauunternehmung,info@joerger-bau.de,(0711) 93 23 61-0,https://www.gelbeseiten.de/gsbiz/bb3ac34d-908e-4153-8e63-89330a4f57d9
1200,Kühn-Bauhandwerk,info@kuehn-bauhandwerk.de,(034605) 2 16 00,https://www.gelbeseiten.de/gsbiz/44df4443-35ff-46a5-a1ca-185faed99b7d
1201,Mailänder Bau GmbH,info@mailaender-bau.de,(07367) 25 36,https://www.gelbeseiten.de/gsbiz/4ec031c4-fe7f-4439-9382-7defc246c915
1202,MBV Baudekoration GmbH,mbv.baudekorationgmbh@t-online.de,(06105) 27 08 34,https://www.gelbeseiten.de/gsbiz/25909b04-665f-4533-83d9-be117f943d54
1203,Bauteam GmbH Rohbau + Holzbau,kontakt@bauteam-baden.de,(07223) 2 81 76 30,https://www.gelbeseiten.de/gsbiz/80baf3f3-2e30-446a-bca4-16136b2816c2
1204,grbv Ingenieure im Bauwesen GmbH & Co. KG,info@grbv.de,(0511) 98 49 40,https://www.gelbeseiten.de/gsbiz/5464fe0c-4f91-490f-b5b2-39e5975985b5
